url_length,num_dots,num_slashes,num_digits,num_special_chars,has_ip,has_https,has_dash,num_subdomains,type,type_encoded
-1.175120124705159,0.04757764697572607,-1.5234031609738548,-0.6030778457753951,-0.8333656568528116,0,0,1,0.04757764697572607,phishing,3
-0.6545610992656082,0.04757764697572607,-0.4496700491101921,-0.4685945955875697,-0.5686204701396056,0,0,0,0.04757764697572607,benign,0
-0.7641524730423558,0.04757764697572607,0.08719650682163921,-0.4685945955875697,-0.5686204701396056,0,0,0,0.04757764697572607,benign,0
0.7975246032762963,0.9057366416462826,0.08719650682163921,0.3383049055393829,1.1522232434962336,0,0,1,0.9057366416462826,defacement,1
3.8660830690252266,0.04757764697572607,0.08719650682163921,1.8176206576054628,0.6227328700698216,0,0,1,0.04757764697572607,defacement,1
1.6194599066019026,0.04757764697572607,1.1609296186853018,-0.4685945955875697,1.9464588036358517,0,0,1,0.04757764697572607,benign,0
-0.3805826648237395,0.04757764697572607,1.697796174617133,-0.0651448450240934,0.0932424966434095,0,0,1,0.04757764697572607,benign,0
-0.3531848213795526,-0.8105813476948305,-0.9865366050420235,-0.6030778457753951,-0.4362478767830026,0,0,1,-0.8105813476948305,benign,0
-0.40798050826792637,0.04757764697572607,0.08719650682163921,-0.6030778457753951,-0.3038752834263996,0,0,1,0.04757764697572607,defacement,1
-0.3805826648237395,-0.8105813476948305,-0.4496700491101921,0.06933840516373203,-0.3038752834263996,0,0,1,-0.8105813476948305,benign,0
0.08518067372743743,0.04757764697572607,0.08719650682163921,0.3383049055393829,-0.17150269006979654,0,0,1,0.04757764697572607,benign,0
0.13997636061581117,0.9057366416462826,1.1609296186853018,-0.0651448450240934,0.0932424966434095,0,0,1,0.9057366416462826,defacement,1
-0.7915503164865426,-0.8105813476948305,0.08719650682163921,0.47278815572720834,-0.7009930634962086,0,0,0,-0.8105813476948305,benign,0
0.05778283028325055,1.7638956363168392,0.6240630627534706,-0.4685945955875697,0.0932424966434095,0,0,1,1.7638956363168392,defacement,1
-0.21619560415861824,0.9057366416462826,0.08719650682163921,-0.33411134539974424,-0.03913009671319352,0,0,0,0.9057366416462826,defacement,1
-0.2983891344911789,-0.8105813476948305,0.6240630627534706,-0.6030778457753951,-0.4362478767830026,0,0,0,-0.8105813476948305,defacement,1
-0.40798050826792637,0.9057366416462826,0.08719650682163921,-0.6030778457753951,-0.3038752834263996,0,0,0,0.9057366416462826,benign,0
-0.18879776071443136,0.04757764697572607,-0.9865366050420235,0.3383049055393829,-0.3038752834263996,0,0,0,0.04757764697572607,benign,0
-0.3531848213795526,0.04757764697572607,1.1609296186853018,0.3383049055393829,-0.17150269006979654,0,0,1,0.04757764697572607,benign,0
-0.6819589427097952,0.9057366416462826,0.08719650682163921,-0.6030778457753951,-0.17150269006979654,0,0,1,0.9057366416462826,defacement,1
-0.2983891344911789,0.04757764697572607,0.08719650682163921,-0.33411134539974424,-0.4362478767830026,0,0,1,0.04757764697572607,benign,0
-0.46277619515630014,3.480213625657952,-1.5234031609738548,-0.6030778457753951,-0.4362478767830026,0,0,0,3.480213625657952,phishing,3
-0.6545610992656082,-0.8105813476948305,1.1609296186853018,-0.19962809521191882,-0.4362478767830026,0,0,0,-0.8105813476948305,benign,0
0.6605353860553619,0.04757764697572607,1.1609296186853018,0.47278815572720834,0.4903602767132186,0,0,1,0.04757764697572607,benign,0
-0.709356786153982,-0.8105813476948305,0.08719650682163921,0.06933840516373203,-0.7009930634962086,0,0,0,-0.8105813476948305,benign,0
-0.709356786153982,0.04757764697572607,-0.9865366050420235,0.06933840516373203,-0.5686204701396056,0,0,0,0.04757764697572607,benign,0
